reference;designation;designation_en;marque_compatible;categorie;categorie_code;sous_categorie;poids_grammes;page_catalogue;fournisseur_code;source
35OT062P00001;1/2 rail susp.palière PF Orly - PL;1/2 track top landing door ORLY;OTIS;Porte palière;PORTES_PALIERES;062;;318;SODIMAS;catalogue_sodimas_2019
35OT062P00002;1/2 rail susp.palière PF Orly - PL;1/2 track top landing door ORLY;OTIS;Porte palière;PORTES_PALIERES;062;;318;SODIMAS;catalogue_sodimas_2019
35OT062P00003;Rail susp.palière Europa 2000;TRACK TOP LANDING DOOR EURO- Rail susp.palière Europa 2000;OTIS;Porte palière;PORTES_PALIERES;062;;318;SODIMAS;catalogue_sodimas_2019
35OT062P00004;Rail susp.palière Europa 2000;TRACK TOP LANDING DOOR EURO- Rail susp.palière Europa 2000;OTIS;Porte palière;PORTES_PALIERES;062;;318;SODIMAS;catalogue_sodimas_2019
35OT062P00005;Rail susp.palière Europa 2000;TRACK TOP LANDING DOOR EURO- Rail susp.palière Europa 2000;OTIS;Porte palière;PORTES_PALIERES;062;;318;SODIMAS;catalogue_sodimas_2019
35OT062P00006;Rail susp.palière Europa 2000;TRACK TOP LANDING DOOR EURO- Rail susp.palière Europa 2000;OTIS;Porte palière;PORTES_PALIERES;062;;318;SODIMAS;catalogue_sodimas_2019
35OT062P00007;Rail susp.palière Europa 2000;TRACK TOP LANDING DOOR EURO- Rail susp.palière Europa 2000;OTIS;Porte palière;PORTES_PALIERES;062;;318;SODIMAS;catalogue_sodimas_2019
35OT062P00008;Rail susp.palière Europa 2000;TRACK TOP LANDING DOOR EURO- Rail susp.palière Europa 2000;OTIS;Porte palière;PORTES_PALIERES;062;;318;SODIMAS;catalogue_sodimas_2019
35OT072P00001;Clés déverrouillage 2 tétons pour;key.;OTIS;Porte palière;PORTES_PALIERES;072;155;319;SODIMAS;catalogue_sodimas_2019
35OT072P00002;Serrure Orly/LM 9940 pêne bi-;DOOR LOCK ORLY /LM 9940;OTIS;Porte palière;PORTES_PALIERES;072;;319;SODIMAS;catalogue_sodimas_2019
35OT072P00003;Serrure Orly/LM 9940 pêne bi-;DOOR LOCK ORLY /LM 9940;OTIS;Porte palière;PORTES_PALIERES;072;;319;SODIMAS;catalogue_sodimas_2019
35OT072P00004;Serrure prima FAA23400L/;DOOR LOCK PRIMA 23400K5-R/H 2S Levier serrure type L;OTIS;Porte palière;PORTES_PALIERES;072;172;319;SODIMAS;catalogue_sodimas_2019
35OT072P00005;Serrure prima FAA23400L/;DOOR LOCK PRIMA 23400K5-R/H 2S Levier serrure type L;OTIS;Porte palière;PORTES_PALIERES;072;172;319;SODIMAS;catalogue_sodimas_2019
35OT072P00006;Galet pour serrure Orly/LM;Roller for 9940 lock -ORLY /LM;OTIS;Porte palière;PORTES_PALIERES;072;69;319;SODIMAS;catalogue_sodimas_2019
35OT072P00007;Galet pour serrure Orly/LM;Roller for 9940 lock -ORLY /LM;OTIS;Porte palière;PORTES_PALIERES;072;69;319;SODIMAS;catalogue_sodimas_2019
35OT072P00008;Serrure Orly pêne biseauté -;DOOR LOCK ORLY/LM 9940 BE-;OTIS;Porte palière;PORTES_PALIERES;072;849;319;SODIMAS;catalogue_sodimas_2019
35OT072P00009;Serrure Orly pêne biseauté -;DOOR LOCK ORLY/LM 9940 BE-;OTIS;Porte palière;PORTES_PALIERES;072;849;319;SODIMAS;catalogue_sodimas_2019
35OT072P00010;Gâche serrure 9940 Orly/LM;CONTACT LOCK AND BOX LH-ORLY;OTIS;Porte palière;PORTES_PALIERES;072;862;320;SODIMAS;catalogue_sodimas_2019
35OT072P00011;Gâche serrure 9940 Orly/LM;CONTACT LOCK AND BOX LH-ORLY;OTIS;Porte palière;PORTES_PALIERES;072;862;320;SODIMAS;catalogue_sodimas_2019
35OT072P00012;Pêne serrure New York gauche;DOOR LOCK NEW YORK 6940;OTIS;Porte palière;PORTES_PALIERES;072;;320;SODIMAS;catalogue_sodimas_2019
35OT072P00013;Pêne serrure New York gauche;DOOR LOCK NEW YORK 6940;OTIS;Porte palière;PORTES_PALIERES;072;;320;SODIMAS;catalogue_sodimas_2019
35OT072P00014;Gâche serrure New York gauche;Contact lock and box LH 6940;OTIS;Porte palière;PORTES_PALIERES;072;17;320;SODIMAS;catalogue_sodimas_2019
35OT072P00015;Gâche serrure New York gauche;Contact lock and box LH 6940;OTIS;Porte palière;PORTES_PALIERES;072;17;320;SODIMAS;catalogue_sodimas_2019
35OT072P00016;Galet serrure porte OVL - 9692;Roller door lock OVL 9692;OTIS;Porte palière;PORTES_PALIERES;072;134;320;SODIMAS;catalogue_sodimas_2019
35OT072P00017;Galet serrure porte OVL - 9692;Roller door lock OVL 9692;OTIS;Porte palière;PORTES_PALIERES;072;134;320;SODIMAS;catalogue_sodimas_2019
35OT072P00018;Serrure Orly/LM pêne carré -;Door lock ORLY /LM 9940 Square;OTIS;Porte palière;PORTES_PALIERES;072;;320;SODIMAS;catalogue_sodimas_2019
35OT072P00019;Serrure Orly/LM pêne carré -;Door lock ORLY /LM 9940 Square;OTIS;Porte palière;PORTES_PALIERES;072;;320;SODIMAS;catalogue_sodimas_2019
35OT072P00020;Serrure 9538A6 droite SPST - pêne Lock 9538A6-SPST-Bevelled;Serrure 9538A8 droite SPST - pêne Lock 9538A8-SPST-Square;OTIS;Porte palière;PORTES_PALIERES;072;;321;SODIMAS;catalogue_sodimas_2019
35OT072P00021;Serrure 9538A6 droite SPST - pêne Lock 9538A6-SPST-Bevelled;Serrure 9538A8 droite SPST - pêne Lock 9538A8-SPST-Square;OTIS;Porte palière;PORTES_PALIERES;072;;321;SODIMAS;catalogue_sodimas_2019
35OT072P00022;Serrure 9538B5 gauche SPSPO;Lock 9538B5-SPSPO-Bevelled;OTIS;Porte palière;PORTES_PALIERES;072;;321;SODIMAS;catalogue_sodimas_2019
35OT072P00023;Serrure 9538B5 gauche SPSPO;Lock 9538B5-SPSPO-Bevelled;OTIS;Porte palière;PORTES_PALIERES;072;;321;SODIMAS;catalogue_sodimas_2019
35OT072P00024;Serrure 9538B7 gauche SPSPO -;Lock 9538B7-SPSPO-Square;OTIS;Porte palière;PORTES_PALIERES;072;;321;SODIMAS;catalogue_sodimas_2019
35OT072P00025;Serrure 9538B7 gauche SPSPO -;Lock 9538B7-SPSPO-Square;OTIS;Porte palière;PORTES_PALIERES;072;;321;SODIMAS;catalogue_sodimas_2019
35OT072P00026;Levier déverrouillage pour serrure Lock lever 9538;Serrure 9538A7 gauche SPST -;OTIS;Porte palière;PORTES_PALIERES;072;153;321;SODIMAS;catalogue_sodimas_2019
35OT072P00027;Levier déverrouillage pour serrure Lock lever 9538;Serrure 9538A7 gauche SPST -;OTIS;Porte palière;PORTES_PALIERES;072;153;321;SODIMAS;catalogue_sodimas_2019
35OT072P00028;Kit contact auxiliaire porte palière;AUXILIARY CONTACT FOR ORLY;OTIS;Porte palière;PORTES_PALIERES;072;220;321;SODIMAS;catalogue_sodimas_2019
35OT072P00029;Kit contact auxiliaire porte palière;AUXILIARY CONTACT FOR ORLY;OTIS;Porte palière;PORTES_PALIERES;072;220;321;SODIMAS;catalogue_sodimas_2019
35OT072P00030;Serrure 9538C4 SPSPO droite -;Lock 9538C4 right -Square beak;OTIS;Porte palière;PORTES_PALIERES;072;;322;SODIMAS;catalogue_sodimas_2019
35OT072P00031;Serrure 9538C4 SPSPO droite -;Lock 9538C4 right -Square beak;OTIS;Porte palière;PORTES_PALIERES;072;;322;SODIMAS;catalogue_sodimas_2019
35OT072P00032;Serrure droite porte Techna;Door lock RH Techna.;OTIS;Porte palière;PORTES_PALIERES;072;;322;SODIMAS;catalogue_sodimas_2019
35OT072P00033;Serrure droite porte Techna;Door lock RH Techna.;OTIS;Porte palière;PORTES_PALIERES;072;;322;SODIMAS;catalogue_sodimas_2019
35OT072P00034;Serrure droite porte Prima-S -;Door lock RH PRIMA-S.;OTIS;Porte palière;PORTES_PALIERES;072;;322;SODIMAS;catalogue_sodimas_2019
35OT072P00035;Serrure droite porte Prima-S -;Door lock RH PRIMA-S.;OTIS;Porte palière;PORTES_PALIERES;072;;322;SODIMAS;catalogue_sodimas_2019
35OT072P00036;Support + visserie pour percuteur;support striker door lock-right;OTIS;Porte palière;PORTES_PALIERES;072;60;322;SODIMAS;catalogue_sodimas_2019
35OT072P00037;Support + visserie pour percuteur;support striker door lock-right;OTIS;Porte palière;PORTES_PALIERES;072;60;322;SODIMAS;catalogue_sodimas_2019
35OT072P00038;Percuteur + visserie pour serrure;striker for 9538 door lock.;OTIS;Porte palière;PORTES_PALIERES;072;10;322;SODIMAS;catalogue_sodimas_2019
35OT072P00039;Percuteur + visserie pour serrure;striker for 9538 door lock.;OTIS;Porte palière;PORTES_PALIERES;072;10;322;SODIMAS;catalogue_sodimas_2019
35OT072P00040;Serrure 9538C2 SPSPO droite;DOOR LOCK 9538C2-SPSPO;OTIS;Porte palière;PORTES_PALIERES;072;1;323;SODIMAS;catalogue_sodimas_2019
35OT072P00041;Serrure 9538C2 SPSPO droite;DOOR LOCK 9538C2-SPSPO;OTIS;Porte palière;PORTES_PALIERES;072;1;323;SODIMAS;catalogue_sodimas_2019
35OT072P00042;SERRURE SENCIA LH -F.A23400.;SENCIA DOOR LOCK LH;OTIS;Porte palière;PORTES_PALIERES;072;775;323;SODIMAS;catalogue_sodimas_2019
35OT072P00043;SERRURE SENCIA LH -F.A23400.;SENCIA DOOR LOCK LH;OTIS;Porte palière;PORTES_PALIERES;072;775;323;SODIMAS;catalogue_sodimas_2019
35OT502P00001;Paumelle porte battante Pilo/Pira;Hinge PILO/PILA door;OTIS;Porte palière;PORTES_PALIERES;502;254;324;SODIMAS;catalogue_sodimas_2019
35OT512P00001;Ferme-porte standard F - LIOB31;Standard door closer F - LIOB31;OTIS;Porte palière;PORTES_PALIERES;512;695;325;SODIMAS;catalogue_sodimas_2019
35OT552P00001;Clé déverrouillage porte Orly;Release key for ORLY door;OTIS;Porte palière;PORTES_PALIERES;552;79;326;SODIMAS;catalogue_sodimas_2019
35OT552P00002;Clé déverrouillage porte Orly;Release key for ORLY door;OTIS;Porte palière;PORTES_PALIERES;552;79;326;SODIMAS;catalogue_sodimas_2019
35OT552P00003;Clé déverrouillage New York;Release key for NEW YORK door;OTIS;Porte palière;PORTES_PALIERES;552;73;326;SODIMAS;catalogue_sodimas_2019
35OT552P00004;Clé déverrouillage New York;Release key for NEW YORK door;OTIS;Porte palière;PORTES_PALIERES;552;73;326;SODIMAS;catalogue_sodimas_2019
35OT552P00005;Levier déverrouillage porte Prima;Release lever PRIMA 2PSO;OTIS;Porte palière;PORTES_PALIERES;552;89;326;SODIMAS;catalogue_sodimas_2019
35OT552P00006;Levier déverrouillage porte Prima;Release lever PRIMA 2PSO;OTIS;Porte palière;PORTES_PALIERES;552;89;326;SODIMAS;catalogue_sodimas_2019
35OT552P00007;Câble pour déverrouillage;Unlocking wire (aircord) for landing Ressort pour déverrouillage Prima Spring for PRIMA /TECHNA lock;OTIS;Porte palière;PORTES_PALIERES;552;3;326;SODIMAS;catalogue_sodimas_2019
35OT552P00008;Câble pour déverrouillage;Unlocking wire (aircord) for landing Ressort pour déverrouillage Prima Spring for PRIMA /TECHNA lock;OTIS;Porte palière;PORTES_PALIERES;552;3;326;SODIMAS;catalogue_sodimas_2019
35OT552P00009;Triangle déverrouillage de porte;Unlocking mechanism-triangle for;OTIS;Porte palière;PORTES_PALIERES;552;25;327;SODIMAS;catalogue_sodimas_2019
35OT552P00010;Triangle déverrouillage de porte;Unlocking mechanism-triangle for;OTIS;Porte palière;PORTES_PALIERES;552;25;327;SODIMAS;catalogue_sodimas_2019
35OT552P00011;Ensemble déverrouillage porte;UNLOCKING MECHANISM FOR 9940 Ensemble déverrouillage droit;OTIS;Porte palière;PORTES_PALIERES;552;135;327;SODIMAS;catalogue_sodimas_2019
35OT552P00012;Ensemble déverrouillage porte;UNLOCKING MECHANISM FOR 9940 Ensemble déverrouillage droit;OTIS;Porte palière;PORTES_PALIERES;552;135;327;SODIMAS;catalogue_sodimas_2019
35OT552P00013;Ensemble déverrouillage gauche;UNLOCKING DEVICE LEFT FOR 9940 Douille et ressort - déverrouillage;OTIS;Porte palière;PORTES_PALIERES;552;250;327;SODIMAS;catalogue_sodimas_2019
35OT552P00014;Ensemble déverrouillage gauche;UNLOCKING DEVICE LEFT FOR 9940 Douille et ressort - déverrouillage;OTIS;Porte palière;PORTES_PALIERES;552;250;327;SODIMAS;catalogue_sodimas_2019
35OT992P00001;Butée porte palière/cabine Euro-;Bumper for Landing/car door EU-;OTIS;Porte palière;PORTES_PALIERES;992;1;328;SODIMAS;catalogue_sodimas_2019
35OT992P00002;Butée porte palière/cabine Euro-;Bumper for Landing/car door EU-;OTIS;Porte palière;PORTES_PALIERES;992;1;328;SODIMAS;catalogue_sodimas_2019
35OT992P00003;Butée pour porte ouverture;Bumper for Prima;OTIS;Porte palière;PORTES_PALIERES;992;2;328;SODIMAS;catalogue_sodimas_2019
35OT992P00004;Butée pour porte ouverture;Bumper for Prima;OTIS;Porte palière;PORTES_PALIERES;992;2;328;SODIMAS;catalogue_sodimas_2019
35OT992P00005;Guide contrepoids Prima;Guide for counterweight -PRIMA;OTIS;Porte palière;PORTES_PALIERES;992;65;328;SODIMAS;catalogue_sodimas_2019
35OT992P00006;Guide contrepoids Prima;Guide for counterweight -PRIMA;OTIS;Porte palière;PORTES_PALIERES;992;65;328;SODIMAS;catalogue_sodimas_2019
35OT992P00007;Support guide contrepoids porte;COUNTERWEIGHT SUPPORT-PRIMA Poulie + attache pour contrepoids PULLEY AND FIXATION FOR;OTIS;Porte palière;PORTES_PALIERES;992;80;328;SODIMAS;catalogue_sodimas_2019
35OT992P00008;Support guide contrepoids porte;COUNTERWEIGHT SUPPORT-PRIMA Poulie + attache pour contrepoids PULLEY AND FIXATION FOR;OTIS;Porte palière;PORTES_PALIERES;992;80;328;SODIMAS;catalogue_sodimas_2019
35OT992P00009;Support guide contrepoids porte;COUNTERWEIGHT SUPPORT-PRI-;OTIS;Porte palière;PORTES_PALIERES;992;100;328;SODIMAS;catalogue_sodimas_2019
35OT992P00010;Support guide contrepoids porte;COUNTERWEIGHT SUPPORT-PRI-;OTIS;Porte palière;PORTES_PALIERES;992;100;328;SODIMAS;catalogue_sodimas_2019
35OT992P00011;Câble contrepoids porte palière;Counterweight rope Prima landing Câble contrepoids porte palière;OTIS;Porte palière;PORTES_PALIERES;992;200;329;SODIMAS;catalogue_sodimas_2019
35OT992P00012;Câble contrepoids porte palière;Counterweight rope Prima landing Câble contrepoids porte palière;OTIS;Porte palière;PORTES_PALIERES;992;200;329;SODIMAS;catalogue_sodimas_2019
35OT992P00013;Câble contrepoids porte palière;Counterweight rope Prima-S;OTIS;Porte palière;PORTES_PALIERES;992;200;329;SODIMAS;catalogue_sodimas_2019
35OT992P00014;Câble contrepoids porte palière;Counterweight rope Prima-S;OTIS;Porte palière;PORTES_PALIERES;992;200;329;SODIMAS;catalogue_sodimas_2019
35OT992P00015;Câble contrepoids porte palière;Counterweight rope Prima--S;OTIS;Porte palière;PORTES_PALIERES;992;200;329;SODIMAS;catalogue_sodimas_2019
35OT992P00016;Câble contrepoids porte palière;Counterweight rope Prima--S;OTIS;Porte palière;PORTES_PALIERES;992;200;329;SODIMAS;catalogue_sodimas_2019
35OT992P00017;ø xis 8;;OTIS;Porte palière;PORTES_PALIERES;992;120;329;SODIMAS;catalogue_sodimas_2019
35OT992P00018;ø xis 8;;OTIS;Porte palière;PORTES_PALIERES;992;120;329;SODIMAS;catalogue_sodimas_2019
35OT992P00019;Jeu de 2 poulies pour cablette de;Set of poulies for rope - PRIMA 2;OTIS;Porte palière;PORTES_PALIERES;992;180;329;SODIMAS;catalogue_sodimas_2019
35OT992P00020;Jeu de 2 poulies pour cablette de;Set of poulies for rope - PRIMA 2;OTIS;Porte palière;PORTES_PALIERES;992;180;329;SODIMAS;catalogue_sodimas_2019
35SA012P00001;Galet Ø 55x20x39 axe long - porte Roller 55*20*39 axle long -landing;Contre-galet porte automatique;SABIEM;Porte palière;PORTES_PALIERES;012;233;410;SODIMAS;catalogue_sodimas_2019
35SA012P00002;Galet Ø 55x20x39 axe long - porte Roller 55*20*39 axle long -landing;Contre-galet porte automatique;SABIEM;Porte palière;PORTES_PALIERES;012;233;410;SODIMAS;catalogue_sodimas_2019
35SA012P00003;Contre-galet excentrique Ø 26 /;Eccentric roller diameter 26 for;SABIEM;Porte palière;PORTES_PALIERES;012;70;410;SODIMAS;catalogue_sodimas_2019
35SC012P00001;Galet droit porte QKS9;Roller QKS9 -straight;SCHINDLER;Porte palière;PORTES_PALIERES;012;383;438;SODIMAS;catalogue_sodimas_2019
35SC012P00002;Galet droit porte QKS9;Roller QKS9 -straight;SCHINDLER;Porte palière;PORTES_PALIERES;012;383;438;SODIMAS;catalogue_sodimas_2019
35SC012P00003;Kit galet droit palier QKS8;Kit roller qks8 straight;SCHINDLER;Porte palière;PORTES_PALIERES;012;245;438;SODIMAS;catalogue_sodimas_2019
35SC012P00004;Kit galet droit palier QKS8;Kit roller qks8 straight;SCHINDLER;Porte palière;PORTES_PALIERES;012;245;438;SODIMAS;catalogue_sodimas_2019
35SC012P00005;ø xis 12;;SCHINDLER;Porte palière;PORTES_PALIERES;012;167;438;SODIMAS;catalogue_sodimas_2019
35SC012P00006;ø xis 12;;SCHINDLER;Porte palière;PORTES_PALIERES;012;167;438;SODIMAS;catalogue_sodimas_2019
35SC012P00007;Galet suspension coudé QKS9;Roller QKS9 -bend;SCHINDLER;Porte palière;PORTES_PALIERES;012;357;438;SODIMAS;catalogue_sodimas_2019
35SC012P00008;Galet suspension coudé QKS9;Roller QKS9 -bend;SCHINDLER;Porte palière;PORTES_PALIERES;012;357;438;SODIMAS;catalogue_sodimas_2019
35SC012P00009;Galet suspension porte QKSM2;Door roller for QKSM2.;SCHINDLER;Porte palière;PORTES_PALIERES;012;240;438;SODIMAS;catalogue_sodimas_2019
35SC012P00010;Galet suspension porte QKSM2;Door roller for QKSM2.;SCHINDLER;Porte palière;PORTES_PALIERES;012;240;438;SODIMAS;catalogue_sodimas_2019
35SC012P00011;Galet QKS11 Ø 70 + kit axe;QKS11-roller diam 70 with axe;SCHINDLER;Porte palière;PORTES_PALIERES;012;200;439;SODIMAS;catalogue_sodimas_2019
35SC022P00002;Patin feutre porte QKS6/QKS8/;Door guide shoe QKS6/8/9;SCHINDLER;Porte palière;PORTES_PALIERES;022;115;440;SODIMAS;catalogue_sodimas_2019
35SC022P00003;Patin feutre porte QKS6/QKS8/;Door guide shoe QKS6/8/9;SCHINDLER;Porte palière;PORTES_PALIERES;022;115;440;SODIMAS;catalogue_sodimas_2019
35SC032P00001;Poulie diametre 52 pour;Pulley counterweight qks8/11;SCHINDLER;Porte palière;PORTES_PALIERES;032;17;441;SODIMAS;catalogue_sodimas_2019
35SC032P00002;Poulie diametre 52 pour;Pulley counterweight qks8/11;SCHINDLER;Porte palière;PORTES_PALIERES;032;17;441;SODIMAS;catalogue_sodimas_2019
35SC032P00003;Pièce SCHINDLER 35SC032P00003;;SCHINDLER;Porte palière;PORTES_PALIERES;032;76;441;SODIMAS;catalogue_sodimas_2019
35SC032P00004;Pièce SCHINDLER 35SC032P00004;;SCHINDLER;Porte palière;PORTES_PALIERES;032;76;441;SODIMAS;catalogue_sodimas_2019
35SC032P00005;Ensemble câblette QKS11 ouver-;Aircord + fixing -Door QKS11 -CEN-;SCHINDLER;Porte palière;PORTES_PALIERES;032;84;441;SODIMAS;catalogue_sodimas_2019
35SC042P00001;Chariot rapide palier QKS11 droit;Fast track unit landing door QKS11- Chariot rapide palier QKS11;SCHINDLER;Porte palière;PORTES_PALIERES;042;;442;SODIMAS;catalogue_sodimas_2019
35SC042P00002;Chariot rapide palier QKS11 droit;Fast track unit landing door QKS11- Chariot rapide palier QKS11;SCHINDLER;Porte palière;PORTES_PALIERES;042;;442;SODIMAS;catalogue_sodimas_2019
35SC042P00003;Chariot rapide palier QKS11 droit;Fast track unit landing door QKS11- Chariot rapide palier QKS11;SCHINDLER;Porte palière;PORTES_PALIERES;042;;442;SODIMAS;catalogue_sodimas_2019
35SC042P00004;Chariot rapide palier QKS11 droit;Fast track unit landing door QKS11- Chariot rapide palier QKS11;SCHINDLER;Porte palière;PORTES_PALIERES;042;;442;SODIMAS;catalogue_sodimas_2019
35SC042P00005;Chariot lent gauche/droit QKS11;Slow track unit landing door;SCHINDLER;Porte palière;PORTES_PALIERES;042;;442;SODIMAS;catalogue_sodimas_2019
35SC042P00006;Chariot lent gauche/droit QKS11;Slow track unit landing door;SCHINDLER;Porte palière;PORTES_PALIERES;042;;442;SODIMAS;catalogue_sodimas_2019
35SC042P00007;Chariot lent gauche/droit QKS11;Slow track unit landing door;SCHINDLER;Porte palière;PORTES_PALIERES;042;;442;SODIMAS;catalogue_sodimas_2019
35SC042P00008;Chariot lent gauche/droit QKS11;Slow track unit landing door;SCHINDLER;Porte palière;PORTES_PALIERES;042;;442;SODIMAS;catalogue_sodimas_2019
35SC042P00009;Chariot rapide palier QKS11 droit;Fast track unit landing door QKS11- Chariot rapide palier QKS11 droit;SCHINDLER;Porte palière;PORTES_PALIERES;042;;442;SODIMAS;catalogue_sodimas_2019
35SC042P00010;Chariot rapide palier QKS11 droit;Fast track unit landing door QKS11- Chariot rapide palier QKS11 droit;SCHINDLER;Porte palière;PORTES_PALIERES;042;;442;SODIMAS;catalogue_sodimas_2019
35SC042P00011;Chariot rapide palier QKS11;Fast track unit landing door QKS11- Chariot lent équipé palière droit;SCHINDLER;Porte palière;PORTES_PALIERES;042;;443;SODIMAS;catalogue_sodimas_2019
35SC042P00012;Chariot rapide palier QKS11;Fast track unit landing door QKS11- Chariot lent équipé palière droit;SCHINDLER;Porte palière;PORTES_PALIERES;042;;443;SODIMAS;catalogue_sodimas_2019
35SC042P00013;Chariot lent équipé palière;Complet slow track landing door;SCHINDLER;Porte palière;PORTES_PALIERES;042;;443;SODIMAS;catalogue_sodimas_2019
35SC042P00014;Chariot lent équipé palière;Complet slow track landing door;SCHINDLER;Porte palière;PORTES_PALIERES;042;;443;SODIMAS;catalogue_sodimas_2019
35SC042P00015;Chariot rapide palier droit;«Fast track unit landing door QKS11;SCHINDLER;Porte palière;PORTES_PALIERES;042;;443;SODIMAS;catalogue_sodimas_2019
35SC062P00001;Seuil aluminium palier QKS11;Thereshold QKS11-.;SCHINDLER;Porte palière;PORTES_PALIERES;062;;444;SODIMAS;catalogue_sodimas_2019
35SC062P00002;Seuil aluminium palier QKS11;Thereshold QKS11-.;SCHINDLER;Porte palière;PORTES_PALIERES;062;;444;SODIMAS;catalogue_sodimas_2019
35SC072P00001;Shunt pour serrure porte QKS6/;Bridge for door QKS6/8/9/11;SCHINDLER;Porte palière;PORTES_PALIERES;072;5;445;SODIMAS;catalogue_sodimas_2019
35SC072P00002;Shunt pour serrure porte QKS6/;Bridge for door QKS6/8/9/11;SCHINDLER;Porte palière;PORTES_PALIERES;072;5;445;SODIMAS;catalogue_sodimas_2019
35SC072P00003;Galet de serrure QKS8/QKS11;Release lock roller;SCHINDLER;Porte palière;PORTES_PALIERES;072;3;445;SODIMAS;catalogue_sodimas_2019
35SC072P00004;Galet de serrure QKS8/QKS11;Release lock roller;SCHINDLER;Porte palière;PORTES_PALIERES;072;3;445;SODIMAS;catalogue_sodimas_2019
35SC072P00005;Gâche serrure QKS8 gauche - ou- Contact lock and box QKS8 -left;Serrure QKS8 gauche - ouverture;SCHINDLER;Porte palière;PORTES_PALIERES;072;191;445;SODIMAS;catalogue_sodimas_2019
35SC072P00006;Gâche serrure QKS8 gauche - ou- Contact lock and box QKS8 -left;Serrure QKS8 gauche - ouverture;SCHINDLER;Porte palière;PORTES_PALIERES;072;191;445;SODIMAS;catalogue_sodimas_2019
35SC072P00007;Serrure QKS8 droite - ouverture;Door lock QKS8 droite (opening to;SCHINDLER;Porte palière;PORTES_PALIERES;072;729;445;SODIMAS;catalogue_sodimas_2019
35SC072P00008;Serrure QKS8 droite - ouverture;Door lock QKS8 droite (opening to;SCHINDLER;Porte palière;PORTES_PALIERES;072;729;445;SODIMAS;catalogue_sodimas_2019
35SC072P00009;Serrure QKS11 + gâche - droite;Door lock QKS11 + contact lock;SCHINDLER;Porte palière;PORTES_PALIERES;072;222;445;SODIMAS;catalogue_sodimas_2019
35SC072P00010;Serrure QKS11 + gâche - droite;Door lock QKS11 + contact lock;SCHINDLER;Porte palière;PORTES_PALIERES;072;222;445;SODIMAS;catalogue_sodimas_2019
35SC072P00011;Levier aluminium serrure HE1/;door lever HE2;SCHINDLER;Porte palière;PORTES_PALIERES;072;97;446;SODIMAS;catalogue_sodimas_2019
35SC072P00012;Levier aluminium serrure HE1/;door lever HE2;SCHINDLER;Porte palière;PORTES_PALIERES;072;97;446;SODIMAS;catalogue_sodimas_2019
35SC072P00013;Kit galets + axes pour serrure;Kit release lock roller with axle;SCHINDLER;Porte palière;PORTES_PALIERES;072;74;446;SODIMAS;catalogue_sodimas_2019
35SC072P00018;Kit galets + axes pour serrure;Kit release lock roller with axle;SCHINDLER;Porte palière;PORTES_PALIERES;072;74;446;SODIMAS;catalogue_sodimas_2019
35SC072P00019;Serrure Varidor 30 gauche - ou-;Door locK varidor 30-Gauche;SCHINDLER;Porte palière;PORTES_PALIERES;072;887;446;SODIMAS;catalogue_sodimas_2019
35SC072P00022;Serrure Varidor 30 gauche - ou-;Door locK varidor 30-Gauche;SCHINDLER;Porte palière;PORTES_PALIERES;072;887;446;SODIMAS;catalogue_sodimas_2019
35SC072P00023;Contact serrure HE2 (ouverture;Contact door lock HE2 (opening to;SCHINDLER;Porte palière;PORTES_PALIERES;072;222;446;SODIMAS;catalogue_sodimas_2019
35SC072P00026;Contact serrure HE2 (ouverture;Contact door lock HE2 (opening to;SCHINDLER;Porte palière;PORTES_PALIERES;072;222;446;SODIMAS;catalogue_sodimas_2019
35SC072P00027;Roulette entraînement QKSM2;Doors coupling roller QKSM2.;SCHINDLER;Porte palière;PORTES_PALIERES;072;4;446;SODIMAS;catalogue_sodimas_2019
35SC072P00028;Roulette entraînement QKSM2;Doors coupling roller QKSM2.;SCHINDLER;Porte palière;PORTES_PALIERES;072;4;446;SODIMAS;catalogue_sodimas_2019
35SC072P00029;Levier de verrouillage QKSM2;Looking clamp for QKSM2.;SCHINDLER;Porte palière;PORTES_PALIERES;072;210;447;SODIMAS;catalogue_sodimas_2019
35SC072P00030;Levier de verrouillage QKSM2;Looking clamp for QKSM2.;SCHINDLER;Porte palière;PORTES_PALIERES;072;210;447;SODIMAS;catalogue_sodimas_2019
35SC072P00031;Levier accouplement droit QKSM2 Coupling lever for QKSM2.;Vis de verrouillage QKSM2;SCHINDLER;Porte palière;PORTES_PALIERES;072;90;447;SODIMAS;catalogue_sodimas_2019
35SC072P00032;Levier accouplement droit QKSM2 Coupling lever for QKSM2.;Vis de verrouillage QKSM2;SCHINDLER;Porte palière;PORTES_PALIERES;072;90;447;SODIMAS;catalogue_sodimas_2019
35SC072P00033;Ressort de verrouillage;Clamping bolt spring.;SCHINDLER;Porte palière;PORTES_PALIERES;072;13;447;SODIMAS;catalogue_sodimas_2019
35SC072P00034;Ressort de verrouillage;Clamping bolt spring.;SCHINDLER;Porte palière;PORTES_PALIERES;072;13;447;SODIMAS;catalogue_sodimas_2019
35SC072P00035;Gâche serrure QKSM2 gauche;Left counterlock for QKSM2;SCHINDLER;Porte palière;PORTES_PALIERES;072;290;447;SODIMAS;catalogue_sodimas_2019
35SC072P00036;Gâche serrure QKSM2 gauche;Left counterlock for QKSM2;SCHINDLER;Porte palière;PORTES_PALIERES;072;290;447;SODIMAS;catalogue_sodimas_2019
