reference,designation,fournisseur_code,categorie_code,sous_categorie,marque_compatible,poids_grammes,page_catalogue,source,actif
38OT012P00006,Kit carte LB2 + Eprom - remplace-,SODIMAS,ELECTRONIQUE,012,OTIS,750,377,catalogue_sodimas_2019,true
38OT012P00007,Carte TCBC 26800KA2,SODIMAS,ELECTRONIQUE,012,OTIS,1058,377,catalogue_sodimas_2019,true
38OT012P00009,Carte TCBC 26800KA2,SODIMAS,ELECTRONIQUE,012,OTIS,1058,377,catalogue_sodimas_2019,true
38OT012P00011,Eprom pour carte MCB2,SODIMAS,ELECTRONIQUE,012,OTIS,5,377,catalogue_sodimas_2019,true
38OT012P00012,Eprom pour carte MCB2,SODIMAS,ELECTRONIQUE,012,OTIS,5,377,catalogue_sodimas_2019,true
38OT012P00013,Carte SPBC3 (Service Panel,SODIMAS,ELECTRONIQUE,012,OTIS,690,378,catalogue_sodimas_2019,true
38OT012P00014,Carte SPBC3 (Service Panel,SODIMAS,ELECTRONIQUE,012,OTIS,690,378,catalogue_sodimas_2019,true
38OT012P00015,Carte SPB (Service Panel Board),SODIMAS,ELECTRONIQUE,012,OTIS,435,378,catalogue_sodimas_2019,true
38OT012P00016,Carte SPB (Service Panel Board),SODIMAS,ELECTRONIQUE,012,OTIS,435,378,catalogue_sodimas_2019,true
38OT012P00017,Eprom pour LCB2 (MCS220),SODIMAS,ELECTRONIQUE,012,OTIS,12,378,catalogue_sodimas_2019,true
38OT012P00018,Eprom pour LCB2 (MCS220),SODIMAS,ELECTRONIQUE,012,OTIS,12,378,catalogue_sodimas_2019,true
38OT012P00019,Carte batterie BCB 2 - 26800LB20,SODIMAS,ELECTRONIQUE,012,OTIS,756,378,catalogue_sodimas_2019,true
38OT012P00020,Carte batterie BCB 2 - 26800LB20,SODIMAS,ELECTRONIQUE,012,OTIS,756,378,catalogue_sodimas_2019,true
38OT012P00021,Carte GECB 2 pour GeN2 -,SODIMAS,ELECTRONIQUE,012,OTIS,430,378,catalogue_sodimas_2019,true
38OT012P00022,Carte GECB 2 pour GeN2 -,SODIMAS,ELECTRONIQUE,012,OTIS,430,378,catalogue_sodimas_2019,true
38OT012P00023,Eprom GAA30163AAF10 pour,SODIMAS,ELECTRONIQUE,012,OTIS,5,379,catalogue_sodimas_2019,true
38OT012P00024,Eprom GAA30163AAF10 pour,SODIMAS,ELECTRONIQUE,012,OTIS,5,379,catalogue_sodimas_2019,true
38OT012P00025,Service Panel GeN2 (afficheur,SODIMAS,ELECTRONIQUE,012,OTIS,350,379,catalogue_sodimas_2019,true
38OT012P00026,Service Panel GeN2 (afficheur,SODIMAS,ELECTRONIQUE,012,OTIS,350,379,catalogue_sodimas_2019,true
38OT012P00027,Carte SPBC2 (Service Panel Board,SODIMAS,ELECTRONIQUE,012,OTIS,300,379,catalogue_sodimas_2019,true
38OT012P00028,Carte SPBC2 (Service Panel Board,SODIMAS,ELECTRONIQUE,012,OTIS,300,379,catalogue_sodimas_2019,true
38OT022P00001,Carte control board 2680. AH50,SODIMAS,ELECTRONIQUE,022,OTIS,697,380,catalogue_sodimas_2019,true
38OT022P00002,Carte control board 2680. AH50,SODIMAS,ELECTRONIQUE,022,OTIS,697,380,catalogue_sodimas_2019,true
38OT022P00003,Drive GeN2 assembly,SODIMAS,ELECTRONIQUE,022,OTIS,4,380,catalogue_sodimas_2019,true
38OT032P00001,Remote HBB GeN2 avec buzzer -,SODIMAS,ELECTRONIQUE,032,OTIS,21,381,catalogue_sodimas_2019,true
38OT032P00002,Remote HBB GeN2 avec buzzer -,SODIMAS,ELECTRONIQUE,032,OTIS,21,381,catalogue_sodimas_2019,true
38OT032P00003,Remote RS11 - GCA25005A10,SODIMAS,ELECTRONIQUE,032,OTIS,11,381,catalogue_sodimas_2019,true
38OT032P00004,Remote RS11 - GCA25005A10,SODIMAS,ELECTRONIQUE,032,OTIS,11,381,catalogue_sodimas_2019,true
38OT032P00005,Remote RS18 vertical - 25005C2,SODIMAS,ELECTRONIQUE,032,OTIS,75,381,catalogue_sodimas_2019,true
38OT032P00006,Remote RS18 vertical - 25005C2,SODIMAS,ELECTRONIQUE,032,OTIS,75,381,catalogue_sodimas_2019,true
38OT032P00007,Line terminator 2 9693J2 pour,SODIMAS,ELECTRONIQUE,032,OTIS,6,381,catalogue_sodimas_2019,true
38OT032P00008,Line terminator 2 9693J2 pour,SODIMAS,ELECTRONIQUE,032,OTIS,6,381,catalogue_sodimas_2019,true
38OT032P00009,Remote RS4 avec gong - 23550B1,SODIMAS,ELECTRONIQUE,032,OTIS,68,381,catalogue_sodimas_2019,true
38OT032P00010,Remote RS4 avec gong - 23550B1,SODIMAS,ELECTRONIQUE,032,OTIS,68,381,catalogue_sodimas_2019,true
38OT032P00011,Remote RS4 GAA26800NV1,SODIMAS,ELECTRONIQUE,032,OTIS,22,382,catalogue_sodimas_2019,true
38OT032P00012,Remote RS4 GAA26800NV1,SODIMAS,ELECTRONIQUE,032,OTIS,22,382,catalogue_sodimas_2019,true
38OT032P00013,Remote avec buzzer Otis 2000 -,SODIMAS,ELECTRONIQUE,032,OTIS,15,382,catalogue_sodimas_2019,true
38OT032P00014,Remote avec buzzer Otis 2000 -,SODIMAS,ELECTRONIQUE,032,OTIS,15,382,catalogue_sodimas_2019,true
38OT032P00015,Remote RS3 2 boutons 26800NX2,SODIMAS,ELECTRONIQUE,032,OTIS,24,382,catalogue_sodimas_2019,true
38OT032P00016,Remote RS3 2 boutons 26800NX2,SODIMAS,ELECTRONIQUE,032,OTIS,24,382,catalogue_sodimas_2019,true
38OT032P00017,Remote pour bouton palier GeN2,SODIMAS,ELECTRONIQUE,032,OTIS,25,382,catalogue_sodimas_2019,true
38OT032P00018,Remote pour bouton palier GeN2,SODIMAS,ELECTRONIQUE,032,OTIS,25,382,catalogue_sodimas_2019,true
38OT032P00019,Carte de jonction MCS 220/120 - 2 PCB FOR JONCTION BOX,SODIMAS,ELECTRONIQUE,032,OTIS,565,382,catalogue_sodimas_2019,true
38OT032P00020,Carte de jonction MCS 220/120 - 2 PCB FOR JONCTION BOX,SODIMAS,ELECTRONIQUE,032,OTIS,565,382,catalogue_sodimas_2019,true
38OT032P00022,Circuit pour BAB Otis 2000 avec,SODIMAS,ELECTRONIQUE,032,OTIS,40,383,catalogue_sodimas_2019,true
38OT032P00023,Circuit pour BAB Otis 2000 avec,SODIMAS,ELECTRONIQUE,032,OTIS,40,383,catalogue_sodimas_2019,true
38OT032P00024,Carte FAA24710E5 pour coffret,SODIMAS,ELECTRONIQUE,032,OTIS,500,383,catalogue_sodimas_2019,true
38OT032P00025,Carte FAA24710E5 pour coffret,SODIMAS,ELECTRONIQUE,032,OTIS,500,383,catalogue_sodimas_2019,true
38OT032P00026,Repartiteur pour remote,SODIMAS,ELECTRONIQUE,032,OTIS,15,383,catalogue_sodimas_2019,true
38OT052P00001,Relais TEC 1266 - 110 VCA,SODIMAS,ELECTRONIQUE,052,OTIS,60,384,catalogue_sodimas_2019,true
38OT052P00002,Charbon 11x11x23 pour 6754 10N Brush 11*11*23 for 6754 10N,SODIMAS,ELECTRONIQUE,052,OTIS,25,384,catalogue_sodimas_2019,true
38OT052P00003,Charbon 11x11x23 pour 6754 10N Brush 11*11*23 for 6754 10N,SODIMAS,ELECTRONIQUE,052,OTIS,25,384,catalogue_sodimas_2019,true
38OT052P00028,Contact auxiliaire 2NO/2NF -,SODIMAS,ELECTRONIQUE,052,OTIS,50,384,catalogue_sodimas_2019,true
38OT052P00029,Contact auxiliaire 2NO/2NF -,SODIMAS,ELECTRONIQUE,052,OTIS,50,384,catalogue_sodimas_2019,true
38OT052P00030,Relais TEC 2246 110 VCC,SODIMAS,ELECTRONIQUE,052,OTIS,75,384,catalogue_sodimas_2019,true
38OT052P00031,Relais TEC 2246 110 VCC,SODIMAS,ELECTRONIQUE,052,OTIS,75,384,catalogue_sodimas_2019,true
38OT052P00032,Relais TEC 1266 48 VCC,SODIMAS,ELECTRONIQUE,052,OTIS,67,384,catalogue_sodimas_2019,true
38OT052P00033,Relais TEC 1266 48 VCC,SODIMAS,ELECTRONIQUE,052,OTIS,67,384,catalogue_sodimas_2019,true
38OT052P00034,Relais Siemens 3RT2024 - 110,SODIMAS,ELECTRONIQUE,052,OTIS,374,385,catalogue_sodimas_2019,true
38OT052P00035,Relais Siemens 3RT2024 - 110,SODIMAS,ELECTRONIQUE,052,OTIS,374,385,catalogue_sodimas_2019,true
38OT052P00036,Relais Siemens 3RT2035 3AF06,SODIMAS,ELECTRONIQUE,052,OTIS,869,385,catalogue_sodimas_2019,true
38OT052P00037,Relais Siemens 3RT2035 3AF06,SODIMAS,ELECTRONIQUE,052,OTIS,869,385,catalogue_sodimas_2019,true
38OT052P00038,Relais Siemens 3RT2045 - 110 VCA Relay SIEMENS 3RT1044 - 110Vac-,SODIMAS,ELECTRONIQUE,052,OTIS,403,385,catalogue_sodimas_2019,true
38OT052P00039,Relais Siemens 3RT2045 - 110 VCA Relay SIEMENS 3RT1044 - 110Vac-,SODIMAS,ELECTRONIQUE,052,OTIS,403,385,catalogue_sodimas_2019,true
38OT052P00040,Relais Siemens 3TH42 - 230 VCA -,SODIMAS,ELECTRONIQUE,052,OTIS,404,385,catalogue_sodimas_2019,true
38OT052P00041,Relais Siemens 3TH42 - 230 VCA -,SODIMAS,ELECTRONIQUE,052,OTIS,404,385,catalogue_sodimas_2019,true
38OT052P00042,Relais Siemens 3TH43 - 110 VCA -,SODIMAS,ELECTRONIQUE,052,OTIS,437,385,catalogue_sodimas_2019,true
38OT052P00043,Relais Siemens 3TH43 - 110 VCA -,SODIMAS,ELECTRONIQUE,052,OTIS,437,385,catalogue_sodimas_2019,true
38OT052P00044,Relais Siemns 3RH2344 - 110 VCA,SODIMAS,ELECTRONIQUE,052,OTIS,234,386,catalogue_sodimas_2019,true
38OT052P00045,Relais Siemns 3RH2344 - 110 VCA,SODIMAS,ELECTRONIQUE,052,OTIS,234,386,catalogue_sodimas_2019,true
38OT052P00046,Relais Siemens 3RH2140 30 VCC -,SODIMAS,ELECTRONIQUE,052,OTIS,241,386,catalogue_sodimas_2019,true
38OT052P00047,Relais Siemens 3RH2140 30 VCC -,SODIMAS,ELECTRONIQUE,052,OTIS,241,386,catalogue_sodimas_2019,true
38OT052P00048,Relais Siemens 3RH11 30 VCC,SODIMAS,ELECTRONIQUE,052,OTIS,241,386,catalogue_sodimas_2019,true
38OT052P00049,Relais Siemens 3RH11 30 VCC,SODIMAS,ELECTRONIQUE,052,OTIS,241,386,catalogue_sodimas_2019,true
38OT052P00050,Relais Siemens 3RH11 110 VCA,SODIMAS,ELECTRONIQUE,052,OTIS,184,386,catalogue_sodimas_2019,true
38OT052P00051,Relais Siemens 3RH11 110 VCA,SODIMAS,ELECTRONIQUE,052,OTIS,184,386,catalogue_sodimas_2019,true
38OT052P00052,Lame mobile 10N standard,SODIMAS,ELECTRONIQUE,052,OTIS,20,386,catalogue_sodimas_2019,true
38OT052P00053,Lame mobile 10N standard,SODIMAS,ELECTRONIQUE,052,OTIS,20,386,catalogue_sodimas_2019,true
38OT052P00054,Lame mobile 21N standard,SODIMAS,ELECTRONIQUE,052,OTIS,37,387,catalogue_sodimas_2019,true
38OT052P00055,Lame mobile 21N standard,SODIMAS,ELECTRONIQUE,052,OTIS,37,387,catalogue_sodimas_2019,true
38OT052P00056,Relais Siemens 3RH2122 24 VCC,SODIMAS,ELECTRONIQUE,052,OTIS,244,387,catalogue_sodimas_2019,true
38OT052P00057,Relais Siemens 3RH2122 24 VCC,SODIMAS,ELECTRONIQUE,052,OTIS,244,387,catalogue_sodimas_2019,true
38OT052P00058,Relais Siemens 3TH43 7NO/3NC,SODIMAS,ELECTRONIQUE,052,OTIS,440,387,catalogue_sodimas_2019,true
38OT052P00059,Relais Siemens 3TH43 7NO/3NC,SODIMAS,ELECTRONIQUE,052,OTIS,440,387,catalogue_sodimas_2019,true
38OT052P00060,Relais 110 VCA 2NC/2NO,SODIMAS,ELECTRONIQUE,052,OTIS,120,387,catalogue_sodimas_2019,true
38OT052P00061,Relais 110 VCA 2NC/2NO,SODIMAS,ELECTRONIQUE,052,OTIS,120,387,catalogue_sodimas_2019,true
38OT052P00062,Relais Siemens 3RH2122 12 VCC,SODIMAS,ELECTRONIQUE,052,OTIS,300,387,catalogue_sodimas_2019,true
38OT052P00063,Relais Siemens 3RH2122 12 VCC,SODIMAS,ELECTRONIQUE,052,OTIS,300,387,catalogue_sodimas_2019,true
38OT052P00064,Bloc contact auxiliaire 2NO/2NF -,SODIMAS,ELECTRONIQUE,052,OTIS,70,388,catalogue_sodimas_2019,true
38OT052P00065,Bloc contact auxiliaire 2NO/2NF -,SODIMAS,ELECTRONIQUE,052,OTIS,70,388,catalogue_sodimas_2019,true
38OT052P00066,Bloc contact auxiliaire 4NO -,SODIMAS,ELECTRONIQUE,052,OTIS,70,388,catalogue_sodimas_2019,true
38OT052P00067,Bloc contact auxiliaire 4NO -,SODIMAS,ELECTRONIQUE,052,OTIS,70,388,catalogue_sodimas_2019,true
38OT052P00068,Bloc contact auxiliaire 3NO/1NF -,SODIMAS,ELECTRONIQUE,052,OTIS,70,388,catalogue_sodimas_2019,true
38OT052P00069,Bloc contact auxiliaire 3NO/1NF -,SODIMAS,ELECTRONIQUE,052,OTIS,70,388,catalogue_sodimas_2019,true
38OT052P00070,Bloc contact auxiliaire 4NF - 3,SODIMAS,ELECTRONIQUE,052,OTIS,70,388,catalogue_sodimas_2019,true
38OT052P00071,Bloc contact auxiliaire 4NF - 3,SODIMAS,ELECTRONIQUE,052,OTIS,70,388,catalogue_sodimas_2019,true
38OT052P00072,Bloc contact auxiliaire 3NO/1NF,SODIMAS,ELECTRONIQUE,052,OTIS,100,388,catalogue_sodimas_2019,true
38OT052P00073,Bloc contact auxiliaire 3NO/1NF,SODIMAS,ELECTRONIQUE,052,OTIS,100,388,catalogue_sodimas_2019,true
38OT052P00074,Bloc contact auxiliaire 1NO/3NF,SODIMAS,ELECTRONIQUE,052,OTIS,100,389,catalogue_sodimas_2019,true
38OT052P00075,Bloc contact auxiliaire 1NO/3NF,SODIMAS,ELECTRONIQUE,052,OTIS,100,389,catalogue_sodimas_2019,true
38OT052P00076,Contacteur 3RH2362 - 2BB40,SODIMAS,ELECTRONIQUE,052,OTIS,200,389,catalogue_sodimas_2019,true
38OT052P00077,Contacteur 3RH2362 - 2BB40,SODIMAS,ELECTRONIQUE,052,OTIS,200,389,catalogue_sodimas_2019,true
38OT052P00078,"Contacteur 48 VCC 2NO/2NF - 5,5",SODIMAS,ELECTRONIQUE,052,OTIS,310,389,catalogue_sodimas_2019,true
38OT052P00079,"Contacteur 48 VCC 2NO/2NF - 5,5",SODIMAS,ELECTRONIQUE,052,OTIS,310,389,catalogue_sodimas_2019,true
38OT052P00080,Bloc contact auxiliaire latérale,SODIMAS,ELECTRONIQUE,052,OTIS,45,389,catalogue_sodimas_2019,true
38OT052P00081,Bloc contact auxiliaire latérale,SODIMAS,ELECTRONIQUE,052,OTIS,45,389,catalogue_sodimas_2019,true
38OT982P00001,Temporisation 9658AY8 multi-,SODIMAS,ELECTRONIQUE,982,OTIS,80,390,catalogue_sodimas_2019,true
38OT982P00002,Temporisation 9658AY8 multi-,SODIMAS,ELECTRONIQUE,982,OTIS,80,390,catalogue_sodimas_2019,true
38OT992P00002,Contact à clé BRB2 - Clé N°701E,SODIMAS,ELECTRONIQUE,992,OTIS,130,391,catalogue_sodimas_2019,true
38OT992P00003,Contact à clé BRB2 - Clé N°701E,SODIMAS,ELECTRONIQUE,992,OTIS,130,391,catalogue_sodimas_2019,true
38SC012P00001,Carte DEB 315- 590709,SODIMAS,ELECTRONIQUE,012,SCHINDLER,538,489,catalogue_sodimas_2019,true
38SC012P00002,Carte DEB 315- 590709,SODIMAS,ELECTRONIQUE,012,SCHINDLER,538,489,catalogue_sodimas_2019,true
38SC012P00003,Carte VWSG16 QA 459942-Mi-,SODIMAS,ELECTRONIQUE,012,SCHINDLER,308,489,catalogue_sodimas_2019,true
38SC012P00004,Carte VWSG16 QA 459942-Mi-,SODIMAS,ELECTRONIQUE,012,SCHINDLER,308,489,catalogue_sodimas_2019,true
38SC012P00005,Carte PGO 268 Q-590780,SODIMAS,ELECTRONIQUE,012,SCHINDLER,502,489,catalogue_sodimas_2019,true
38SC012P00007,Carte PGO 268 Q-590780,SODIMAS,ELECTRONIQUE,012,SCHINDLER,502,489,catalogue_sodimas_2019,true
38SC012P00008,Carte SDIC 3Q 591404-Smart. Si,SODIMAS,ELECTRONIQUE,012,SCHINDLER,727,489,catalogue_sodimas_2019,true
38SC012P00009,Carte SDIC 3Q 591404-Smart. Si,SODIMAS,ELECTRONIQUE,012,SCHINDLER,727,489,catalogue_sodimas_2019,true
38SC012P00010,Carte SMIC 3.Q -591513,SODIMAS,ELECTRONIQUE,012,SCHINDLER,449,489,catalogue_sodimas_2019,true
38SC012P00011,Carte SMIC 3.Q -591513,SODIMAS,ELECTRONIQUE,012,SCHINDLER,449,489,catalogue_sodimas_2019,true
38SC012P00012,Carte MCCE2Q-591528,SODIMAS,ELECTRONIQUE,012,SCHINDLER,750,490,catalogue_sodimas_2019,true
38SC012P00013,Carte MCCE2Q-591528,SODIMAS,ELECTRONIQUE,012,SCHINDLER,750,490,catalogue_sodimas_2019,true
38SC012P00014,Carte SMICE 61.Q-594303 (rem-,SODIMAS,ELECTRONIQUE,012,SCHINDLER,600,490,catalogue_sodimas_2019,true
38SC012P00015,Carte SMICE 61.Q-594303 (rem-,SODIMAS,ELECTRONIQUE,012,SCHINDLER,600,490,catalogue_sodimas_2019,true
38SC012P00016,carte SCIC6 complet Bionic 5,SODIMAS,ELECTRONIQUE,012,SCHINDLER,115,490,catalogue_sodimas_2019,true
38SC012P00017,carte SCIC6 complet Bionic 5,SODIMAS,ELECTRONIQUE,012,SCHINDLER,115,490,catalogue_sodimas_2019,true
38SC012P00018,Carte SMIC 42 Q -591511,SODIMAS,ELECTRONIQUE,012,SCHINDLER,532,490,catalogue_sodimas_2019,true
38SC012P00019,Carte SMIC 42 Q -591511,SODIMAS,ELECTRONIQUE,012,SCHINDLER,532,490,catalogue_sodimas_2019,true
38SC012P00020,Alimentation SDR 26A -pour,SODIMAS,ELECTRONIQUE,012,SCHINDLER,691,490,catalogue_sodimas_2019,true
38SC012P00021,Alimentation SDR 26A -pour,SODIMAS,ELECTRONIQUE,012,SCHINDLER,691,490,catalogue_sodimas_2019,true
38SC012P00022,Carte GCIOB 360.Q -591640,SODIMAS,ELECTRONIQUE,012,SCHINDLER,164,491,catalogue_sodimas_2019,true
38SC012P00023,Carte GCIOB 360.Q -591640,SODIMAS,ELECTRONIQUE,012,SCHINDLER,164,491,catalogue_sodimas_2019,true
38SC012P00024,Carte GLEB 8022QC pour Alimen-,SODIMAS,ELECTRONIQUE,012,SCHINDLER,120,491,catalogue_sodimas_2019,true
38SC012P00025,Carte GLEB 8022QC pour Alimen-,SODIMAS,ELECTRONIQUE,012,SCHINDLER,120,491,catalogue_sodimas_2019,true
38SC012P00026,Carte SDIC 51 .Q-591884,SODIMAS,ELECTRONIQUE,012,SCHINDLER,550,491,catalogue_sodimas_2019,true
38SC012P00027,Carte SDIC 51 .Q-591884,SODIMAS,ELECTRONIQUE,012,SCHINDLER,550,491,catalogue_sodimas_2019,true
38SC012P00028,Carte SCPU 1.Q 560327 avec SW,SODIMAS,ELECTRONIQUE,012,SCHINDLER,12,491,catalogue_sodimas_2019,true
38SC012P00029,Carte SCPU 1.Q 560327 avec SW,SODIMAS,ELECTRONIQUE,012,SCHINDLER,12,491,catalogue_sodimas_2019,true
38SC012P00030,CARTE SMIC2.Q 591337-SMART,SODIMAS,ELECTRONIQUE,012,SCHINDLER,,491,catalogue_sodimas_2019,true
38SC012P00031,CARTE SMIC2.Q 591337-SMART,SODIMAS,ELECTRONIQUE,012,SCHINDLER,,491,catalogue_sodimas_2019,true
38SC012P00032,Alimentation Sitop PSU200M,SODIMAS,ELECTRONIQUE,012,SCHINDLER,600,492,catalogue_sodimas_2019,true
38SC012P00033,Alimentation Sitop PSU200M,SODIMAS,ELECTRONIQUE,012,SCHINDLER,600,492,catalogue_sodimas_2019,true
38SC012P00034,Carte SMIC 31 Q 591728 - Miconic,SODIMAS,ELECTRONIQUE,012,SCHINDLER,500,492,catalogue_sodimas_2019,true
38SC012P00035,Carte SMIC 31 Q 591728 - Miconic,SODIMAS,ELECTRONIQUE,012,SCHINDLER,500,492,catalogue_sodimas_2019,true
38SC012P00036,Carte MCCE 31 Q 594112 - Rem-,SODIMAS,ELECTRONIQUE,012,SCHINDLER,400,492,catalogue_sodimas_2019,true
38SC012P00037,Carte MCCE 31 Q 594112 - Rem-,SODIMAS,ELECTRONIQUE,012,SCHINDLER,400,492,catalogue_sodimas_2019,true
38SC012P00038,Carte inferface entraînement,SODIMAS,ELECTRONIQUE,012,SCHINDLER,240,492,catalogue_sodimas_2019,true
38SC012P00039,Carte inferface entraînement,SODIMAS,ELECTRONIQUE,012,SCHINDLER,240,492,catalogue_sodimas_2019,true
38SC012P00040,Carte évacuation automatique,SODIMAS,ELECTRONIQUE,012,SCHINDLER,260,492,catalogue_sodimas_2019,true
38SC012P00041,Carte évacuation automatique,SODIMAS,ELECTRONIQUE,012,SCHINDLER,260,492,catalogue_sodimas_2019,true
38SC012P00042,CARTE SNGL 1Q 591828,SODIMAS,ELECTRONIQUE,012,SCHINDLER,690,493,catalogue_sodimas_2019,true
38SC022P00002,Carte OPTAG 59400897- variateur,SODIMAS,ELECTRONIQUE,022,SCHINDLER,124,494,catalogue_sodimas_2019,true
38SC022P00003,Carte OPTAG 59400897- variateur,SODIMAS,ELECTRONIQUE,022,SCHINDLER,124,494,catalogue_sodimas_2019,true
38SC022P00004,Clavier programmation pour,SODIMAS,ELECTRONIQUE,022,SCHINDLER,,494,catalogue_sodimas_2019,true
38SC022P00005,Clavier programmation pour,SODIMAS,ELECTRONIQUE,022,SCHINDLER,,494,catalogue_sodimas_2019,true
38SC022P00006,Carte OPTA2 pour Variodyn NXS,SODIMAS,ELECTRONIQUE,022,SCHINDLER,50,494,catalogue_sodimas_2019,true
38SC032P00001,Carte paliere SLCU 2Q 591821,SODIMAS,ELECTRONIQUE,032,SCHINDLER,21,495,catalogue_sodimas_2019,true
38SC032P00002,Carte paliere SLCU 2Q 591821,SODIMAS,ELECTRONIQUE,032,SCHINDLER,21,495,catalogue_sodimas_2019,true
38SC032P00003,CARTE BORNIER 73 .QB - POUR,SODIMAS,ELECTRONIQUE,032,SCHINDLER,55,495,catalogue_sodimas_2019,true
38SC032P00004,CARTE BORNIER 73 .QB - POUR,SODIMAS,ELECTRONIQUE,032,SCHINDLER,55,495,catalogue_sodimas_2019,true
38SC032P00005,CARTE SLCUM 1.Q 519626,SODIMAS,ELECTRONIQUE,032,SCHINDLER,40,495,catalogue_sodimas_2019,true
38SC032P00006,CARTE SLCUM 1.Q 519626,SODIMAS,ELECTRONIQUE,032,SCHINDLER,40,495,catalogue_sodimas_2019,true
38SC032P00007,Carte LONCOP 2.Q Eurolift -,SODIMAS,ELECTRONIQUE,032,SCHINDLER,100,495,catalogue_sodimas_2019,true
38SC032P00008,Carte LONCOP 2.Q Eurolift -,SODIMAS,ELECTRONIQUE,032,SCHINDLER,100,495,catalogue_sodimas_2019,true
38SC032P00009,Carte SLOPEBH 5.Q 594176,SODIMAS,ELECTRONIQUE,032,SCHINDLER,,495,catalogue_sodimas_2019,true
38SC032P00010,Carte SLOPEBH 5.Q 594176,SODIMAS,ELECTRONIQUE,032,SCHINDLER,,495,catalogue_sodimas_2019,true
38SC032P00011,Carte BCM 2002.Q 594485,SODIMAS,ELECTRONIQUE,032,SCHINDLER,750,496,catalogue_sodimas_2019,true
38SC052P00001,Contacteur MRG44 -80V,SODIMAS,ELECTRONIQUE,052,SCHINDLER,662,497,catalogue_sodimas_2019,true
38SC052P00002,Contacteur MRG44 -80V,SODIMAS,ELECTRONIQUE,052,SCHINDLER,662,497,catalogue_sodimas_2019,true
38SC052P00003,contacteur complet MG5 80V,SODIMAS,ELECTRONIQUE,052,SCHINDLER,400,497,catalogue_sodimas_2019,true
38SC052P00004,contacteur complet MG5 80V,SODIMAS,ELECTRONIQUE,052,SCHINDLER,400,497,catalogue_sodimas_2019,true
38SC052P00005,Contact auxiliaire MG8,SODIMAS,ELECTRONIQUE,052,SCHINDLER,165,497,catalogue_sodimas_2019,true
38SC052P00006,Contact auxiliaire MG8,SODIMAS,ELECTRONIQUE,052,SCHINDLER,165,497,catalogue_sodimas_2019,true
38SC052P00007,Jeu de contacts principaux MG7,SODIMAS,ELECTRONIQUE,052,SCHINDLER,175,497,catalogue_sodimas_2019,true
38SC052P00008,Jeu de contacts principaux MG7,SODIMAS,ELECTRONIQUE,052,SCHINDLER,175,497,catalogue_sodimas_2019,true
38SC052P00009,Tete de contacteur MG5,SODIMAS,ELECTRONIQUE,052,SCHINDLER,315,497,catalogue_sodimas_2019,true
38SC052P00010,Tete de contacteur MG5,SODIMAS,ELECTRONIQUE,052,SCHINDLER,315,497,catalogue_sodimas_2019,true
38SC052P00011,Bobine 80 V pour contacteur MG5,SODIMAS,ELECTRONIQUE,052,SCHINDLER,503,498,catalogue_sodimas_2019,true
38SC052P00012,Bobine 80 V pour contacteur MG5,SODIMAS,ELECTRONIQUE,052,SCHINDLER,503,498,catalogue_sodimas_2019,true
38SC052P00013,jeu de contact force pour RU/,SODIMAS,ELECTRONIQUE,052,SCHINDLER,20,498,catalogue_sodimas_2019,true
38SC052P00014,jeu de contact force pour RU/,SODIMAS,ELECTRONIQUE,052,SCHINDLER,20,498,catalogue_sodimas_2019,true
38SC052P00015,Contacteur auxiliaire 3NO1NC,SODIMAS,ELECTRONIQUE,052,SCHINDLER,220,498,catalogue_sodimas_2019,true
38SC052P00016,Contacteur auxiliaire 3NO1NC,SODIMAS,ELECTRONIQUE,052,SCHINDLER,220,498,catalogue_sodimas_2019,true
38SC052P00017,Contacteur auxiliaire 3NO1NC,SODIMAS,ELECTRONIQUE,052,SCHINDLER,220,498,catalogue_sodimas_2019,true
38SC052P00018,Contacteur auxiliaire 3NO1NC,SODIMAS,ELECTRONIQUE,052,SCHINDLER,220,498,catalogue_sodimas_2019,true
38SC052P00019,Contacteur auxiliaire 4NO 80Vcc,SODIMAS,ELECTRONIQUE,052,SCHINDLER,250,498,catalogue_sodimas_2019,true
38SC052P00020,Contacteur auxiliaire 4NO 80Vcc,SODIMAS,ELECTRONIQUE,052,SCHINDLER,250,498,catalogue_sodimas_2019,true
38SC052P00021,Contacteur 24Vdc 3no-1nc pour,SODIMAS,ELECTRONIQUE,052,SCHINDLER,300,499,catalogue_sodimas_2019,true
38SC082P00001,Boitier révision ESE MIC VX pour,SODIMAS,ELECTRONIQUE,082,SCHINDLER,,500,catalogue_sodimas_2019,true
38SC992P00001,Clé (*2) n°2233-armoire SMART,SODIMAS,ELECTRONIQUE,992,SCHINDLER,13,501,catalogue_sodimas_2019,true
38SC992P00002,Clé (*2) n°2233-armoire SMART,SODIMAS,ELECTRONIQUE,992,SCHINDLER,13,501,catalogue_sodimas_2019,true
38SC992P00003,Ensemble deverouillage (LDU),SODIMAS,ELECTRONIQUE,992,SCHINDLER,75,501,catalogue_sodimas_2019,true
38SK012P00001,Carte PL102 pour monte charge,SODIMAS,ELECTRONIQUE,012,SKG,204,525,catalogue_sodimas_2019,true
38SK012P00002,Carte PL102 pour monte charge,SODIMAS,ELECTRONIQUE,012,SKG,204,525,catalogue_sodimas_2019,true
38SK012P00003,Carte manœuvre 2 niveaux,SODIMAS,ELECTRONIQUE,012,SKG,96,525,catalogue_sodimas_2019,true
